OBJECTID,SEG_ID,STREETNAME,ST_CODE,ONEWAY,CLASS,TYPE,Shape__Length
1606,560042,CASTOR  AVE,21880,B,2,Conventional,280.101327867743
1607,560049,CASTOR  AVE,21880,B,2,Conventional,277.56496627683
1608,560115,CASTOR  AVE,21880,B,3,Conventional,403.215570137584
1609,560007,CASTOR  AVE,21880,B,3,Conventional,1627.31225632933
1610,542108,E  ALLEGHENY  AVE,12040,B,3,Conventional,293.576507456978
1611,542078,E  ALLEGHENY  AVE,12040,B,2,Conventional,221.915706119615
1612,240122,S  4TH  ST,87880,FT,4,Conventional,189.514879201888
1613,240075,OREGON  AVE,61560,B,2,Conventional,74.9184596991012
1614,240076,OREGON  AVE,61560,B,2,Conventional,220.130860154714
1615,240074,OREGON  AVE,61560,B,2,Conventional,99.2632976741509
1616,240073,OREGON  AVE,61560,B,2,Conventional,54.0999157116113
1617,240131,S  4TH  ST,87880,FT,4,Conventional,514.350576933946
1618,240119,S  4TH  ST,87880,FT,4,Conventional,271.427639203074
1619,341854,S  4TH  ST,87880,FT,4,Conventional,159.161839796532
1620,341792,S  4TH  ST,87880,FT,4,Conventional,160.614682394367
1621,341791,S  4TH  ST,87880,FT,4,Conventional,163.169261952864
1622,341851,S  4TH  ST,87880,FT,4,Conventional,164.497582593927
1623,341793,S  4TH  ST,87880,FT,4,Conventional,137.026379698343
1624,341852,S  4TH  ST,87880,FT,4,Conventional,157.958671351001
1625,341853,S  4TH  ST,87880,FT,4,Conventional,143.192094446497
1626,341506,SNYDER  AVE,73220,B,2,Conventional,156.05042532555
1627,341507,SNYDER  AVE,73220,B,2,Conventional,128.443972057844
1628,341508,SNYDER  AVE,73220,B,2,Conventional,160.333906655481
1629,341505,SNYDER  AVE,73220,B,2,Conventional,168.885958371153
1630,341504,SNYDER  AVE,73220,B,2,Conventional,160.839432314898
1631,341788,S  4TH  ST,87880,FT,4,Conventional,157.917911520643
1632,341529,S  4TH  ST,87880,FT,4,Conventional,127.496283099089
1633,341518,E  MOYAMENSING  AVE,57320,B,4,Conventional,151.508240127722
1634,341528,S  4TH  ST,87880,FT,4,Conventional,172.82389819642
1635,341519,E  MOYAMENSING  AVE,57320,B,4,Conventional,128.43965388032
1636,341520,E  MOYAMENSING  AVE,57320,B,4,Conventional,163.733860625006
1637,341522,SNYDER  AVE,73220,B,2,Conventional,98.5744800282365
1638,341503,SNYDER  AVE,73220,B,2,Conventional,578.809542617489
1639,341521,SNYDER  AVE,73220,B,2,Conventional,455.058513739522
1640,341558,SNYDER  AVE,73220,B,2,Conventional,446.27687396635
1641,240262,OREGON  AVE,61560,B,2,Conventional,91.7673319204408
1642,240261,OREGON  AVE,61560,B,2,Conventional,49.1638362436289
1643,240260,OREGON  AVE,61560,B,2,Conventional,47.1021851779812
1644,240259,OREGON  AVE,61560,B,2,Conventional,97.3421629087979
1645,240067,OREGON  AVE,61560,B,2,Conventional,99.2166355596331
1646,240100,OREGON  AVE,61560,B,2,Conventional,59.8640413683206
1647,240101,OREGON  AVE,61560,B,2,Conventional,67.7870494016858
1648,240095,OREGON  AVE,61560,B,2,Conventional,157.270755618104
1649,240077,OREGON  AVE,61560,B,2,Conventional,539.100196700628
1650,240096,OREGON  AVE,61560,B,2,Conventional,151.510608210157
1651,240097,OREGON  AVE,61560,B,2,Conventional,139.43992146666
1652,240456,OREGON  AVE,61560,B,2,Conventional,671.794496605953
1653,240465,OREGON  AVE,61560,B,2,Conventional,1977.89918482166
1654,240068,OREGON  AVE,61560,B,2,Conventional,31.7924757491217
1655,240255,OREGON  AVE,61560,B,2,Conventional,77.8980756705329
1656,240253,OREGON  AVE,61560,B,2,Conventional,61.7663015644603
1657,240459,OREGON  AVE,61560,B,2,Conventional,112.199722590947
1658,220919,OREGON  AVE,61560,TF,2,Conventional,43.0104364189347
1659,220924,OREGON  AVE,61560,FT,2,Conventional,40.3289934298891
1660,240250,OREGON  AVE,61560,B,2,Conventional,121.128958991704
1661,240611,OREGON  AVE,61560,B,2,Conventional,274.935660521278
1662,240269,OREGON  AVE,61560,B,2,Conventional,182.117922275624
1663,341620,SNYDER  AVE,73220,B,2,Conventional,447.09390406489
1664,341621,SNYDER  AVE,73220,B,2,Conventional,445.745424893353
1665,323280,SNYDER  AVE,73220,B,2,Conventional,35.6196409872348
1666,341658,SNYDER  AVE,73220,B,2,Conventional,252.521289751981
1667,341657,SNYDER  AVE,73220,B,2,Conventional,126.304018975947
1668,341656,SNYDER  AVE,73220,B,2,Conventional,200.988299427902
1669,341639,SNYDER  AVE,73220,B,2,Conventional,236.362946321535
1670,341638,SNYDER  AVE,73220,B,2,Conventional,211.781397784372
1671,341585,SNYDER  AVE,73220,B,2,Conventional,156.975578156065
1672,341584,SNYDER  AVE,73220,B,2,Conventional,130.035661508583
1673,341583,SNYDER  AVE,73220,B,2,Conventional,157.773194730705
1674,341588,SNYDER  AVE,73220,B,2,Conventional,150.880930992396
1675,341586,SNYDER  AVE,73220,B,2,Conventional,166.624775629664
1676,341587,SNYDER  AVE,73220,B,2,Conventional,129.461988225145
1677,341557,SNYDER  AVE,73220,B,2,Conventional,445.419113414178
1678,341589,SNYDER  AVE,73220,B,2,Conventional,439.737534951453
1679,341321,E  MOYAMENSING  AVE,57320,B,4,Conventional,451.867876202516
1680,341320,E  MOYAMENSING  AVE,57320,B,4,Conventional,104.113873891593
1681,341319,E  MOYAMENSING  AVE,57320,B,4,Conventional,55.7890686719623
1682,341312,E  MOYAMENSING  AVE,57320,B,4,Conventional,138.512504235427
1683,341311,E  MOYAMENSING  AVE,57320,B,4,Conventional,155.876677317868
1684,341250,E  MOYAMENSING  AVE,57320,B,4,Conventional,51.2677943667828
1685,341253,E  MOYAMENSING  AVE,57320,B,4,Conventional,158.911358850116
1686,341252,E  MOYAMENSING  AVE,57320,B,4,Conventional,259.907377037802
1687,341251,E  MOYAMENSING  AVE,57320,B,4,Conventional,142.165663504919
1688,341309,E  MOYAMENSING  AVE,57320,B,4,Conventional,133.132888941503
1689,341310,E  MOYAMENSING  AVE,57320,B,4,Conventional,162.911072958013
1690,341237,E  MOYAMENSING  AVE,57320,B,4,Conventional,125.467129776277
1691,341238,E  MOYAMENSING  AVE,57320,B,4,Conventional,153.620536854916
1692,341236,E  MOYAMENSING  AVE,57320,B,4,Conventional,180.964894303377
1693,342033,E  MOYAMENSING  AVE,57320,B,4,Conventional,143.943620046064
1694,341235,E  MOYAMENSING  AVE,57320,B,4,Conventional,201.406881592648
1695,341234,E  MOYAMENSING  AVE,57320,B,4,Conventional,111.258228351574
1696,340887,S  11TH  ST,88020,B,4,Conventional w Sharrows,89.7458895449998
1697,340888,S  11TH  ST,88020,B,4,Conventional w Sharrows,139.321698589473
1698,340849,S  11TH  ST,88020,B,4,Conventional w Sharrows,482.782779752503
1699,323307,WASHINGTON  AVE,81560,B,2,Conventional,30.4557921955259
1700,340858,WASHINGTON  AVE,81560,B,2,Conventional,446.559703994125
1701,340850,S  11TH  ST,88020,B,4,Conventional w Sharrows,196.765304989758
1702,340834,WASHINGTON  AVE,81560,B,2,Conventional,468.44153870095
1703,340652,S  11TH  ST,88020,B,4,Conventional w Sharrows,306.653596305213
1704,340653,S  11TH  ST,88020,B,4,Conventional w Sharrows,125.372613976377
1705,340609,S  11TH  ST,88020,B,4,Conventional w Sharrows,179.403365206151
1706,340607,S  11TH  ST,88020,B,4,Conventional w Sharrows,138.069283509636
1707,340608,S  11TH  ST,88020,B,4,Conventional w Sharrows,187.406427029923
1708,340323,S  13TH  ST,88060,TF,4,Paint Buffered,162.284221118912
1709,340322,S  13TH  ST,88060,TF,4,Paint Buffered,31.5052481037387
1710,340321,S  13TH  ST,88060,TF,4,Paint Buffered,179.090989471846
1711,340175,S  13TH  ST,88060,TF,3,Paint Buffered,212.291096939479
1712,340174,S  13TH  ST,88060,TF,3,Paint Buffered,124.294808500996
1713,340172,S  13TH  ST,88060,TF,3,Paint Buffered,253.838246859114
1714,340107,PINE  ST,64820,TF,3,Paint Buffered,223.82263352917
1715,340108,PINE  ST,64820,TF,3,Paint Buffered,224.801453196832
1716,340109,PINE  ST,64820,TF,3,Paint Buffered,221.049984368058
1717,341061,S  11TH  ST,88020,B,4,Conventional w Sharrows,133.516253746374
1718,340885,S  11TH  ST,88020,B,4,Conventional w Sharrows,190.663042419777
1719,340886,S  11TH  ST,88020,B,4,Conventional w Sharrows,139.656537020932
1720,340105,PINE  ST,64820,TF,3,Paint Buffered,104.474887647849
1721,340106,PINE  ST,64820,TF,3,Paint Buffered,288.804552893143
1722,340348,S  11TH  ST,88020,B,4,Conventional w Sharrows,356.789920104099
1723,340606,S  11TH  ST,88020,B,4,Conventional w Sharrows,144.625015407784
1724,340427,S  11TH  ST,88020,B,4,Conventional w Sharrows,374.442108543752
1725,340119,S  10TH  ST,88000,FT,4,Sharrow,222.547795039124
1726,340120,S  10TH  ST,88000,FT,4,Sharrow,151.569080450948
1727,340133,S  10TH  ST,88000,FT,3,Paint Buffered,131.22022718037
1728,340118,S  10TH  ST,88000,FT,3,Paint Buffered,200.143747049532
1729,340112,PINE  ST,64820,TF,3,Paint Buffered,220.077410781168
1730,340113,PINE  ST,64820,TF,3,Paint Buffered,226.243987856756
1731,340114,PINE  ST,64820,TF,3,Paint Buffered,444.416428617418
1732,340117,S  10TH  ST,88000,FT,3,Paint Buffered,178.511625333071
1733,340111,PINE  ST,64820,TF,3,Paint Buffered,446.731373948976
1734,340110,PINE  ST,64820,TF,3,Paint Buffered,225.097875841549
1735,340115,PINE  ST,64820,TF,3,Paint Buffered,450.839398474088
1736,340216,PINE  ST,64820,TF,3,Paint Buffered,446.614667091039
1737,340237,PINE  ST,64820,TF,3,Paint Buffered,223.223467046941
1738,340236,PINE  ST,64820,TF,3,Paint Buffered,225.102465013029
1739,340217,PINE  ST,64820,TF,3,Paint Buffered,448.556879983462
1740,342016,WASHINGTON  AVE,81560,B,2,Conventional,455.221099657259
1741,340723,WASHINGTON  AVE,81560,B,2,Conventional,227.36652226928
1742,340722,WASHINGTON  AVE,81560,B,2,Conventional,224.764017697681
1743,340528,E  MOYAMENSING  AVE,57320,FT,4,Conventional,114.063083995827
1744,340736,E  MOYAMENSING  AVE,57320,FT,4,Conventional,116.166890455773
1745,342006,WASHINGTON  AVE,81560,TF,2,Conventional w Sharrows,465.787643639961
1746,340725,WASHINGTON  AVE,81560,TF,2,Conventional w Sharrows,286.503834259389
1747,340741,WASHINGTON  AVE,81560,TF,2,Conventional w Sharrows,267.14016422139
1748,342013,WASHINGTON  AVE,81560,FT,2,Conventional w Sharrows,459.118968109763
1749,340526,E  MOYAMENSING  AVE,57320,FT,4,Conventional,104.202306044593
1750,340527,E  MOYAMENSING  AVE,57320,FT,4,Conventional,256.87380366532
1751,342317,WASHINGTON  AVE,81560,FT,2,Paint Buffered w Conventional,247.58116644961
1752,340753,E  MOYAMENSING  AVE,57320,B,4,Conventional,168.553022304402
1753,340754,E  MOYAMENSING  AVE,57320,B,4,Conventional,293.16015089413
1754,340970,E  MOYAMENSING  AVE,57320,B,4,Conventional,292.963354867048
1755,340971,E  MOYAMENSING  AVE,57320,B,4,Conventional,157.550044655343
1756,340752,E  MOYAMENSING  AVE,57320,B,4,Conventional,232.108078135948
1757,340751,E  MOYAMENSING  AVE,57320,B,4,Conventional,105.581344731608
1758,342065,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,266.411042931826
1759,342068,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,476.311303462949
1760,342267,SNYDER  AVE,73220,B,2,Conventional,262.147547666894
1761,240559,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Paint Buffered,2187.6091089101
1762,240499,OREGON  AVE,61560,B,2,Conventional,692.846302053381
1763,342229,SNYDER  AVE,73220,B,2,Conventional,230.781057028782
1764,342266,SNYDER  AVE,73220,B,2,Conventional,367.408000870873
1765,342232,SNYDER  AVE,73220,B,2,Conventional,576.404265961755
1766,240560,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Paint Buffered,1886.95165798292
1767,342147,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,939.056610420179
1768,342254,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,451.856281417487
1769,342063,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,454.344886284416
1770,342288,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,723.433638273958
1771,342313,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,624.230455754255
1772,342265,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,1090.72410761695
1773,240466,PATTISON  AVE,63340,B,2,Paint Buffered,2763.09890163174
1774,240048,PACKER  AVE,62680,B,2,Conventional,705.041563853688
1775,240078,OREGON  AVE,61560,B,2,Conventional,160.585003129741
1776,240079,OREGON  AVE,61560,B,2,Conventional,66.2913970880339
1777,240045,PACKER  AVE,62680,B,2,Conventional,690.871785282889
1778,240044,PACKER  AVE,62680,B,2,Conventional,676.126638333695
1779,240046,PACKER  AVE,62680,B,2,Conventional,1126.59015306556
1780,240047,PACKER  AVE,62680,B,2,Conventional,619.431737704399
1781,342287,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,483.148080591351
1782,323331,PINE  ST,64820,TF,3,Paint Buffered,43.9795962618143
1783,340104,PINE  ST,64820,TF,3,Paint Buffered,191.50060933848
1784,342324,S  11TH  ST,88020,B,4,Conventional w Sharrows,17.23161201925
1785,341789,S  4TH  ST,87880,FT,4,Conventional,159.846237299764
1786,341790,S  4TH  ST,87880,FT,4,Conventional,139.28921969751
1787,860126,SANDYFORD  AVE,70860,B,4,Conventional,708.304546592591
1788,861199,RYAN  AVE,70060,B,3,Conventional,315.771071627975
1789,860128,RYAN  AVE,70060,B,3,Conventional,854.628378927405
1790,861043,RYAN  AVE,70060,B,3,Paint Buffered,294.546319259731
1791,861045,LEXINGTON  AVE,50620,B,4,Conventional,480.177052794291
1792,861016,RYAN  AVE,70060,B,3,Paint Buffered,254.19795133263
1793,861013,RYAN  AVE,70060,B,3,Paint Buffered,187.491290521442
1794,860944,WELSH  RD,82240,B,3,Paint Buffered,114.456776254249
1795,860922,WELSH  RD,82240,B,3,Paint Buffered,872.302800570554
1796,860920,WELSH  RD,82240,B,3,Paint Buffered,615.323396163011
1797,880365,TORRESDALE  AVE,77600,B,2,Conventional,443.203089138465
1798,880363,TORRESDALE  AVE,77600,B,2,Conventional,245.317795946034
1799,1080313,THORNTON  RD,77200,B,3,Conventional,189.265468567757
1800,1080388,ACADEMY  RD,11200,B,2,Conventional,280.918080675604
1801,1080252,ACADEMY  RD,11200,B,2,Conventional,570.442826649728
1802,1080247,ACADEMY  RD,11200,B,2,Conventional,578.530292630269
1803,1080377,ACADEMY  RD,11200,B,2,Conventional,872.57880408661
1804,1080365,ACADEMY  RD,11200,B,2,Conventional,1387.66589164431
1805,1080195,ACADEMY  RD,11200,B,2,Conventional,326.084330259151
1806,1080141,ACADEMY  RD,11200,B,2,Conventional,282.912044102164
1807,1080138,ACADEMY  RD,11200,B,2,Conventional,259.712222219947
1808,1080109,THORNTON  RD,77200,B,3,Conventional,724.035006783965
1809,1080119,THORNTON  RD,77200,B,3,Conventional,292.923146413348
1810,1080116,THORNTON  RD,77200,B,3,Conventional,611.549415761077
1811,1080120,TOWNSEND  RD,77660,B,4,Conventional,1832.92226701361
1812,1080107,TOWNSEND  RD,77660,B,4,Conventional,813.38786688866
1813,1080108,TOWNSEND  RD,77660,B,4,Conventional,1198.59555839766
1814,980132,KNIGHTS  RD,48020,B,2,Conventional,998.307462810216
1815,980016,KNIGHTS  RD,48020,B,2,Conventional,1013.41369569432
1816,980361,KNIGHTS  RD,48020,B,2,Conventional,397.799596041403
1817,980335,KNIGHTS  RD,48020,B,2,Conventional,437.611240097886
1818,980206,KNIGHTS  RD,48020,B,2,Conventional,436.082170336479
1819,980185,KNIGHTS  RD,48020,B,2,Conventional,316.272281352702
1820,980306,KNIGHTS  RD,48020,B,2,Conventional,1393.95526313851
1821,980483,KNIGHTS  RD,48020,B,2,Conventional,1150.4624906928
1822,980065,KNIGHTS  RD,48020,B,2,Conventional,639.456062393663
1823,980511,FRANKFORD  AVE,34960,B,2,Sharrow,489.712995372626
1824,980512,FRANKFORD  AVE,34960,B,2,Sharrow,269.647178738594
1825,980513,FRANKFORD  AVE,34960,B,2,Sharrow,284.650743926245
1826,980519,FRANKFORD  AVE,34960,B,2,Sharrow,209.69215485897
1827,980518,FRANKFORD  AVE,34960,B,2,Sharrow,265.111192844886
1828,1080088,ACADEMY  RD,11200,B,2,Conventional,217.713952028589
1829,1080090,ACADEMY  RD,11200,B,2,Conventional,249.114669155212
1830,980138,DECATUR  RD,27860,B,4,Conventional,2388.75216602991
1831,980002,DECATUR  RD,27860,B,4,Conventional,1262.94859427274
1832,980069,DECATUR  RD,27860,B,4,Conventional,1461.93180539949
1833,980189,ACADEMY  RD,11200,B,2,Conventional,939.019426300164
1834,980386,KNIGHTS  RD,48020,B,2,Conventional,405.254182646386
1835,980333,MORRELL  AVE,57050,B,3,Conventional,190.644269192854
1836,980328,MORRELL  AVE,57050,B,3,Conventional,272.311600998916
1837,980322,MORRELL  AVE,57050,B,3,Conventional,614.597696370785
1838,980286,MORRELL  AVE,57050,B,3,Conventional,297.413061887078
1839,980290,MORRELL  AVE,57050,B,3,Conventional,101.872705277534
1840,980275,MORRELL  AVE,57050,B,3,Conventional,260.804465154612
1841,980205,ACADEMY  RD,11200,B,2,Conventional,508.436426170644
1842,980227,ACADEMY  RD,11200,B,2,Conventional,500.115321158883
1843,980263,ACADEMY  RD,11200,B,2,Conventional,597.997640823654
1844,980360,ACADEMY  RD,11200,B,2,Conventional,293.464786949154
1845,980372,ACADEMY  RD,11200,B,2,Conventional,299.388768927193
1846,980347,ACADEMY  RD,11200,B,2,Conventional,1245.74045319986
1847,980315,MORRELL  AVE,57050,B,3,Conventional,191.51478384842
1848,980356,MORRELL  AVE,57050,B,3,Conventional,443.621158194766
1849,980363,MORRELL  AVE,57050,B,3,Conventional,269.678254053909
1850,980398,MORRELL  AVE,57050,B,3,Conventional,592.787429624308
1851,980427,MORRELL  AVE,57050,B,3,Conventional,660.00567914203
1852,980472,MORRELL  AVE,57050,B,3,Conventional,510.135452712013
1853,980453,MORRELL  AVE,57050,B,3,Conventional,344.598760645996
1854,980442,MORRELL  AVE,57050,B,3,Conventional,543.413061764081
1855,980063,MORRELL  AVE,57050,B,3,Conventional,891.275308170376
1856,980066,MORRELL  AVE,57050,B,3,Conventional,988.517280336667
1857,880098,FRANKFORD  AVE,34960,B,2,Sharrow,523.112203158657
1858,980044,ACADEMY  RD,11200,B,2,Conventional,2528.81543904742
1859,980052,GRANT  AVE,38120,B,2,Conventional,1952.21615871871
1860,980465,ACADEMY  RD,11200,B,2,Conventional,320.394908134194
1861,980510,GRANT  AVE,38120,B,2,Conventional,1350.11613897305
1862,880148,FRANKFORD  AVE,34960,B,2,Sharrow,283.111267091251
1863,880151,FRANKFORD  AVE,34960,B,2,Sharrow,317.775400570209
1864,880161,GRANT  AVE,38120,B,2,Sharrow,558.953895131604
1865,980060,ACADEMY  RD,11200,B,2,Conventional,490.226378037975
1866,880001,ACADEMY  RD,11200,B,2,Conventional,909.773580690569
1867,880093,ACADEMY  RD,11200,B,2,Conventional,516.66803142135
1868,880106,ACADEMY  RD,11200,B,2,Conventional,343.273091040702
1869,880212,WILLITS  RD,83420,B,3,Paint Buffered,119.205020754956
1870,880201,WILLITS  RD,83420,B,3,Sharrow,505.870342002657
1871,880164,ACADEMY  RD,11200,B,2,Conventional,433.704246043416
1872,880172,ACADEMY  RD,11200,B,2,Conventional,92.1983432393322
1873,880187,ACADEMY  RD,11200,B,2,Conventional,233.31813665108
1874,880177,LINDEN  AVE,50840,TF,3,Conventional,271.658893713747
1875,880026,WILLITS  RD,83420,B,3,Paint Buffered,998.737697823018
1876,880028,ACADEMY  RD,11200,B,2,Conventional,1548.61917827796
1877,880246,WILLITS  RD,83420,B,3,Paint Buffered,599.061438169388
1878,880157,FRANKFORD  AVE,34960,B,2,Sharrow,465.570846471386
1879,880175,FRANKFORD  AVE,34960,B,2,Sharrow,348.922042058889
1880,880171,FRANKFORD  AVE,34960,B,2,Sharrow,379.536825324178
1881,880163,FRANKFORD  AVE,34960,B,2,Sharrow,391.555319057408
1882,880185,FRANKFORD  AVE,34960,B,2,Sharrow,135.931164325409
1883,880194,LINDEN  AVE,50840,B,3,Conventional,185.858652947409
1884,880226,LINDEN  AVE,50840,B,3,Conventional,1285.87003860265
1885,880213,FRANKFORD  AVE,34960,B,2,Sharrow,676.772287244011
1886,880225,FRANKFORD  AVE,34960,B,2,Sharrow,680.7175209986
1887,880219,ARENDELL  AVE,13100,B,5,Conventional,274.864461578614
1888,880224,ARENDELL  AVE,13100,B,5,Conventional,262.569095294101
1889,880232,ARENDELL  AVE,13100,B,5,Conventional,259.078912558627
1890,880239,ARENDELL  AVE,13100,B,5,Conventional,261.235751080088
1891,880035,ARENDELL  AVE,13100,B,5,Conventional,260.396363978612
1892,880254,ARENDELL  AVE,13100,B,5,Conventional,260.239001178457
1893,880262,ARENDELL  AVE,13100,B,5,Conventional,259.658843055374
1894,880273,ARENDELL  AVE,13100,B,5,Conventional,261.246004127767
1895,880293,LINDEN  AVE,50840,B,3,Conventional,260.228684574506
1896,880288,LINDEN  AVE,50840,B,3,Conventional,270.377092943793
1897,880195,FRANKFORD  AVE,34960,B,2,Sharrow,389.964948022359
1898,880302,LINDEN  AVE,50840,B,3,Conventional,423.938019109334
1899,980587,STATE  RD,74440,B,2,Conventional,140.610042642586
1900,980586,STATE  RD,74440,B,2,Conventional,40.5839161205508
1901,880261,STATE  RD,74440,B,2,Conventional,631.923750906102
1902,880270,STATE  RD,74440,B,2,Conventional,233.0938890364
1903,880042,STATE  RD,74440,B,2,Conventional,414.191469731836
1904,880539,GRANT  AVE,38120,B,2,Sharrow,525.119135710833
1905,880378,FITLER  ST,34240,FT,5,Conventional,441.758701360025
1906,880047,LINDEN  AVE,50840,B,3,Conventional,822.610252823479
1907,880347,TORRESDALE  AVE,77600,B,2,Conventional,332.017907831038
